aoi id,aoi name,section id,recording id,fixation id,fixation duration [ms]
3527272a-73d5-4113-9eb0-ad4ac820f64c,leftCard,e9be6b32-7071-4a3f-8ea8-5e639d54b55f,9a03ee47-6e8b-47f7-b7c5-dd977d9b50ca,242,20
3527272a-73d5-4113-9eb0-ad4ac820f64c,leftCard,e9be6b32-7071-4a3f-8ea8-5e639d54b55f,9a03ee47-6e8b-47f7-b7c5-dd977d9b50ca,243,3053
e5b0dd23-c580-4c4e-bb11-e2904c3bb5bb,rightCard,e9be6b32-7071-4a3f-8ea8-5e639d54b55f,9a03ee47-6e8b-47f7-b7c5-dd977d9b50ca,244,1992
e5b0dd23-c580-4c4e-bb11-e2904c3bb5bb,rightCard,e9be6b32-7071-4a3f-8ea8-5e639d54b55f,9a03ee47-6e8b-47f7-b7c5-dd977d9b50ca,245,420
e5b0dd23-c580-4c4e-bb11-e2904c3bb5bb,rightCard,e9be6b32-7071-4a3f-8ea8-5e639d54b55f,9a03ee47-6e8b-47f7-b7c5-dd977d9b50ca,246,370
