section id,recording id,timestamp [ns],detected marker IDs,tl x [px],tl y [px],tr x [px],tr y [px],br x [px],br y [px],bl x [px],bl y [px]
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690230913880000,"""0;1;2;3""",1273.321,921.381,517.745,494.964,969.81,748.399,952.991,752.464
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690230947230000,"""0;1;2;3""",1103.349,979.947,1213.137,1115.789,971.951,826.204,792.673,563.68
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690230980570000,"""0;1;2;3""",1102.865,980.559,1214.097,1116.795,970.794,827.239,792.491,568.811
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690231013920000,"""0;1;2;3""",1102.414,982.256,1213.701,1118.297,970.637,829.526,791.995,570.558
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690231047250000,"""0;1;2;3""",1102.917,983.526,1214.382,1119.367,970.969,831.011,792.431,572.696
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690231080600000,"""0;1;2;3""",1103.349,983.198,1214.909,1118.908,971.427,830.972,792.828,573.196
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690231113940000,"""0;1;2;3""",1103.769,981.476,1215.256,1117.06,971.871,829.392,793.175,571.849
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690231147280000,"""0;1;2;3""",1104.38,979.94,1215.481,1115.3,972.517,827.724,793.673,569.874
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690231180630000,"""0;1;2;3""",1096.125,836.771,,,946.947,791.133,936.158,801.451
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690231213970000,"""0;1;2;3""",1069.862,886.162,1067.009,862.084,946.464,783.098,961.241,775.839
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690231247320000,"""0;1;2;3""",1115.667,960.848,,,968.549,764.955,974.206,726.569
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690231280650000,"""0;1;2;3""",1105.198,979.207,1216.447,1115.206,973.049,826.305,794.998,568.656
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690231314000000,"""0;1;2;3""",1106.009,978.639,1217.095,1114.247,973.959,826.017,795.099,568.254
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690231347340000,"""0;1;2;3""",1107.201,977.971,1218.007,1113.551,975.389,825.397,796.102,566.798
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690231380680000,"""0;1;2;3""",1110.628,978.593,1223.293,1115.167,975.684,823.431,786.017,555.583
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690231414030000,"""0;1;2;3""",1201.67,934.484,411.159,301.891,973.526,752.187,964.476,744.87
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690231447370000,"""0;1;2;3""",1108.944,976.306,1220.148,1112.216,976.77,823.572,797.302,565.577
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690231480720000,"""0;1;2;3""",1108.426,975.469,1219.985,1111.547,976.01,822.73,796.32,564.877
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690231514060000,"""0;1;2;3""",1108.328,974.499,1220.109,1110.729,975.735,821.691,795.729,563.777
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690231547400000,"""0;1;2;3""",1108.969,973.733,1220.817,1110.077,976.22,820.769,796.009,562.695
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690231580740000,"""0;1;2;3""",1109.812,972.955,1221.669,1109.374,977.009,819.915,796.532,561.672
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690231614080000,"""0;1;2;3""",1110.418,971.954,1222.282,1108.569,977.617,818.773,797.066,560.427
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690231647430000,"""0;1;2;3""",1110.963,970.982,1222.879,1107.826,978.104,817.629,797.48,559.108
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690231680770000,"""0;1;2;3""",1111.603,970.488,1223.616,1107.389,978.626,817.092,797.666,558.451
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690231714120000,"""0;1;2;3""",1112.024,970.114,1224.236,1107.02,978.837,816.751,797.564,558.16
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690231747460000,"""0;1;2;3""",1111.907,969.511,1224.333,1106.398,978.505,816.188,796.944,557.758
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690231780800000,"""0;1;2;3""",1111.542,968.883,1224.173,1105.727,977.876,815.573,796.059,557.193
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690231814140000,"""0;1;2;3""",1110.943,968.202,1223.79,1105.081,977.075,814.884,794.998,556.521
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690231847480000,"""0;1;2;3""",1110.346,967.455,1223.395,1104.41,976.297,814.093,794.005,555.735
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690231880830000,"""0;1;2;3""",1110.062,966.558,1223.366,1103.54,975.754,813.206,793.157,554.934
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690231914170000,"""0;1;2;3""",1110.042,965.516,1223.541,1102.431,975.503,812.24,792.477,554.013
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690231947520000,"""0;1;2;3""",1110.058,964.466,1223.974,1101.426,975.166,811.304,791.773,553.356
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690231980860000,"""0;1;2;3""",1010.353,852.298,,,906.746,764.932,909.869,769.217
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690232014210000,"""0;1;2;3""",1109.78,962.217,1226.226,1100.799,973.513,808.952,789.293,552.474
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690232047540000,"""0;1;2;3""",915.023,667.692,937.353,826.061,898.5,743.836,972.046,812.251
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690232080880000,"""0;1;2;3""",1107.775,961.157,1222.7,1098.463,972.193,808.084,788.136,550.745
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690232114230000,"""0;1;2;3""",1022.231,859.864,1360.436,1087.065,903.605,778.115,889.732,762.964
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690232147570000,"""0;1;2;3""",1019.754,859.776,1341.585,1075.062,903.337,780.3,885.346,761.242
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690232180920000,"""0;1;2;3""",1015.379,857.388,1333.269,1077.548,903.075,778.143,886.892,760.461
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690232214260000,"""0;1;2;3""",1016.585,854.127,1359.432,1090.579,902.471,773.394,891.082,760.722
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690232247610000,"""0;1;2;3""",1020.425,853.675,1380.32,1098.191,902.701,771.356,892.337,759.885
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690232280940000,"""0;1;2;3""",1024.597,854.766,1386.944,1098.549,902.903,770.424,892.616,759.063
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690232314280000,"""0;1;2;3""",1020.306,853.412,1355.566,1078.745,903.571,773.212,889.108,757.591
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690232347630000,"""0;1;2;3""",1024.258,856.841,1345.113,1064.317,903.29,777.139,882.969,756.321
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690232380970000,"""0;1;2;3""",1027.096,861.025,1329.135,1050.706,902.928,781.827,875.82,755.478
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690232414320000,"""0;1;2;3""",1032.146,862.94,1325.397,1033.104,901.934,786.038,868.178,756.064
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690232447660000,"""0;1;2;3""",1033.119,865.372,1315.827,1024.08,901.089,789.875,861.983,756.944
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690232481010000,"""0;1;2;3""",1030.358,868.576,1303.069,1025.495,900.068,792.399,859.152,757.427
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690232514340000,"""0;1;2;3""",1028.108,869.458,1299.814,1025.375,899.046,794.144,857.943,759.198
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690232547680000,"""0;1;2;3""",1019.679,874.226,1287.142,1050.034,898.838,793.938,863.206,759.297
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690232581030000,"""0;1;2;3""",1008.315,872.772,1274.743,1078.452,900.268,788.792,875.63,760.51
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690232614370000,"""0;1;2;3""",1002.165,863.612,1302.78,1087.303,897.979,784.623,883.561,767.836
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690232647720000,"""0;1;2;3""",997.78,860.128,1327.337,1117.905,898.084,779.871,891.451,771.859
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690232681060000,"""0;1;2;3""",1097.002,969.707,1210.832,1104.881,962.657,818.186,781.594,563.038
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690232714410000,"""0;1;2;3""",1096.935,971.954,1210.784,1107.447,963.143,820.697,782.514,565.365
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690232747740000,"""0;1;2;3""",1097.371,974.802,1210.906,1110.205,963.85,823.462,783.944,568.456
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690232781080000,"""0;1;2;3""",1097.841,977.786,1210.971,1112.877,964.65,826.573,785.18,571.535
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690232814430000,"""0;1;2;3""",1097.936,980.826,1210.768,1115.566,964.982,829.795,785.862,574.788
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690232847770000,"""0;1;2;3""",1097.628,983.644,1210.245,1117.895,964.842,832.963,785.977,578.142
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690232881120000,"""0;1;2;3""",1097.058,986.115,1209.644,1120.042,964.365,835.735,785.714,581.21
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690232914460000,"""0;1;2;3""",1096.684,988.226,1209.165,1121.717,964.058,838.165,785.478,583.853
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690232947810000,"""0;1;2;3""",1085.427,914.732,1253.415,1055.172,944.778,796.306,844.621,704.289
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690232981150000,"""0;1;2;3""",1095.653,992.388,1208.016,1125.505,963.381,842.8,785.146,588.627
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690233014480000,"""0;1;2;3""",1049.043,793.671,827.432,772.553,887.669,756.267,943.0,814.875
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690233047830000,"""0;1;2;3""",1042.411,788.459,829.728,778.132,888.206,757.857,943.523,816.554
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690233081170000,"""0;1;2;3""",1041.367,785.257,828.026,781.876,889.046,759.06,943.927,817.75
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690233114520000,"""0;1;2;3""",1045.04,791.683,826.269,777.086,888.609,758.539,943.636,817.359
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690233147860000,"""0;1;2;3""",1048.081,795.101,821.647,773.507,888.414,757.865,943.078,816.679
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690233181210000,"""0;1;2;3""",1052.385,799.555,820.053,768.449,886.767,756.18,942.063,815.131
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690233214550000,"""0;1;2;3""",1058.811,804.623,817.378,763.154,885.576,754.573,941.119,813.469
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690233247900000,"""0;1;2;3""",1017.275,897.496,1270.923,1075.365,898.896,813.052,878.383,788.629
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690233281230000,"""0;1;2;3""",1063.793,812.061,810.705,755.703,882.242,752.542,938.779,811.68
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690233314570000,"""0;1;2;3""",1059.321,813.331,810.597,753.38,878.147,750.962,936.126,810.37
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690233347920000,"""0;1;2;3""",1044.524,806.442,817.502,756.926,873.394,749.522,933.587,809.707
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690233381260000,"""0;1;2;3""",1048.709,813.064,815.038,752.399,870.423,748.572,930.555,807.951
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690233414610000,"""0;1;2;3""",1040.591,807.312,819.091,755.369,868.753,747.949,930.009,807.86
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690233447950000,"""0;1;2;3""",1021.253,791.213,833.115,763.718,867.41,746.534,931.475,808.103
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690233481300000,"""0;1;2;3""",1007.324,778.726,843.468,769.297,867.165,745.365,933.116,808.139
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690233514630000,"""0;1;2;3""",1068.044,823.168,816.011,744.201,869.906,744.669,929.899,802.932
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690233547970000,"""0;1;2;3""",1009.041,778.147,844.594,766.31,866.856,742.981,933.091,805.758
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690233581320000,"""0;1;2;3""",1065.122,822.617,821.385,744.779,868.193,743.423,929.236,801.821
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690233614660000,"""0;1;2;3""",1058.156,820.497,822.585,747.642,867.078,744.754,928.711,803.45
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690233648010000,"""0;1;2;3""",1037.283,807.829,833.682,757.116,864.694,746.036,928.976,806.117
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690233681350000,"""0;1;2;3""",1032.919,806.274,834.457,759.355,863.858,747.083,928.528,807.362
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690233714700000,"""0;1;2;3""",1029.321,804.367,835.826,761.016,863.131,747.471,928.301,807.992
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690233748040000,"""0;1;2;3""",1009.654,788.894,847.004,768.16,861.852,746.979,929.484,808.84
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690233781370000,"""0;1;2;3""",1020.479,796.281,841.31,764.003,862.625,746.616,929.038,807.846
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690233814720000,"""0;1;2;3""",994.852,776.361,854.803,772.047,861.59,745.781,930.798,808.633
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690233848060000,"""0;1;2;3""",993.081,773.849,856.667,772.695,861.666,745.439,931.345,808.526
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690233881410000,"""0;1;2;3""",988.624,770.228,858.987,773.7,861.848,745.107,931.96,808.442
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690233914750000,"""0;1;2;3""",969.361,755.65,867.79,778.793,861.457,744.778,933.484,809.057
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690233948100000,"""0;1;2;3""",960.344,747.629,872.375,780.867,861.723,744.276,934.669,808.966
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690233981440000,"""0;1;2;3""",1092.681,848.721,830.932,742.488,866.668,743.946,928.916,800.235
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690234014770000,"""0;1;2;3""",1101.359,852.316,828.555,739.919,867.904,743.306,929.407,799.317
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690234048120000,"""0;1;2;3""",992.491,765.772,863.876,770.877,864.887,741.743,935.398,805.272
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690234081460000,"""0;1;2;3""",1090.979,989.547,1206.684,1122.616,955.105,839.858,772.822,586.01
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690234114810000,"""0;1;2;3""",1090.725,990.477,1206.576,1124.368,955.375,840.664,773.596,586.293
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690234148150000,"""0;1;2;3""",1091.015,992.071,1205.997,1125.516,955.89,841.892,774.601,587.113
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690234181490000,"""0;1;2;3""",1090.764,993.584,1205.333,1127.074,955.965,843.167,775.12,587.915
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690234214840000,"""0;1;2;3""",1090.434,995.544,1204.509,1129.102,956.043,844.849,775.775,589.014
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690234248170000,"""0;1;2;3""",1094.585,998.968,1215.142,1133.601,954.927,848.498,768.292,596.489
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690234281520000,"""0;1;2;3""",1043.199,793.126,822.803,777.09,881.531,758.85,937.368,817.453
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690234314860000,"""0;1;2;3""",1036.794,902.572,1327.134,1059.601,892.322,818.457,863.403,800.388
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690234348210000,"""0;1;2;3""",1025.271,903.029,1341.644,1105.188,888.616,811.252,876.812,797.608
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690234381550000,"""0;1;2;3""",1057.136,893.718,1335.682,1009.659,897.289,816.949,842.351,803.544
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690234414900000,"""0;1;2;3""",1052.543,893.333,1339.436,1019.658,895.397,815.05,846.305,799.358
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690234448240000,"""0;1;2;3""",1049.32,893.153,1331.865,1021.834,894.87,814.321,848.093,797.852
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690234481570000,"""0;1;2;3""",1036.121,896.677,1357.892,1075.3,889.546,809.265,865.779,793.134
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690234514920000,"""0;1;2;3""",1088.766,992.753,1200.29,1127.259,956.83,840.809,780.852,584.528
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690234548260000,"""0;1;2;3""",1199.03,648.024,884.268,781.526,957.128,751.879,933.413,762.555
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690234581610000,"""0;1;2;3""",1051.562,1026.877,949.145,886.95,874.439,791.084,921.097,837.554
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690234614950000,"""0;1;2;3""",,,875.61,868.937,883.592,778.833,926.632,825.146
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690234648300000,"""0;1;2;3""",1170.065,948.408,1055.252,875.503,894.911,763.033,938.239,810.821
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690234681640000,"""0;1;2;3""",1159.913,1024.619,1082.667,950.024,906.713,774.605,951.61,825.885
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690234714980000,"""0;1;2;3""",1156.78,1030.429,1078.227,952.056,906.809,776.313,951.276,826.926
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690234748320000,"""0;1;2;3""",1152.685,1043.287,1070.869,957.71,904.877,780.611,949.083,830.043
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690234781660000,"""0;1;2;3""",1071.404,1010.888,960.944,893.085,874.949,801.695,921.988,847.886
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690234815010000,"""0;1;2;3""",1164.258,875.801,1030.947,855.799,886.937,814.79,936.527,862.072
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690234848350000,"""0;1;2;3""",1123.367,952.922,994.582,885.285,875.141,811.748,923.719,858.09
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690234881700000,"""0;1;2;3""",1094.305,848.64,777.771,767.813,898.508,785.544,941.177,832.592
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690234915040000,"""0;1;2;3""",1075.445,852.244,777.592,763.877,897.942,787.069,940.679,834.031
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690234948380000,"""0;1;2;3""",1066.815,852.828,778.687,762.662,897.903,787.685,940.672,834.564
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690234981720000,"""0;1;2;3""",1038.879,848.167,790.831,764.013,898.406,788.347,941.272,835.171
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690235015060000,"""0;1;2;3""",1029.455,843.376,798.651,768.76,898.423,788.424,941.376,835.286
8c2fc8e6-bb4d-4eb2-9163-cf271b87b236,140c6482-6fa5-4e7d-b251-bf70e5827ca7,1754690235048410000,"""0;1;2;3""",1016.823,832.914,813.4,780.777,897.751,788.385,940.946,835.404
